index,chain,protocol,pool_type,token_pair,fee_tier,pool_id,inferred_tier,first_seen_stage,latest_seen_stage,reached_precise_quote,reached_v3_tick_liquidity,reached_real_cost_model,reached_real_fee_accrual,positive_proxy_pool_level,actual_fee_ready,final_status,notes
16,base,PancakeSwap V3,concentrated_liquidity,cbBTC / USDC 0.01%,0.01%,0xb94b22332abf5f89877a14cc88f2abc48c34b3df,B,quote_depth_v2,tierb_discovery,yes,yes,yes,yes,no,no,analyzed,quote_depth_curve_v2_results.csv;quote_depth_curve_v2_results.csv;quote_depth_curve_v2_results.csv;quote_depth_curve_v2_results.csv;quote_depth_curve_v2_results.csv;quote_depth_curve_v2_results.csv;expanded_quote_depth_candidate_pools.csv;precise_quote_results.csv;precise_quote_results.csv;precise_quote_results.csv;precise_quote_results.csv;precise_quote_results.csv;precise_quote_results.csv;precise_quote_results.csv;precise_quote_results.csv;precise_quote_results.csv;precise_quote_results.csv;v3_tick_liquidity_v2_results.csv;v3_tick_liquidity_v2_results.csv;v3_tick_liquidity_v2_results.csv;v3_tick_liquidity_v2_results.csv;v3_tick_liquidity_v2_results.csv;v3_tick_liquidity_v2_results.csv;v3_tick_liquidity_v2_results.csv;v3_tick_liquidity_v2_results.csv;v3_tick_liquidity_v2_results.csv;v3_tick_liquidity_v2_results.csv;real_cost_model_results.csv;real_cost_model_results.csv;real_cost_model_results.csv;real_cost_model_results.csv;real_cost_model_results.csv;real_cost_model_results.csv;real_cost_model_results.csv;real_cost_model_results.csv;real_cost_model_results.csv;real_cost_model_results.csv;real_cost_model_results.csv;real_cost_model_results.csv;real_cost_model_results.csv;real_cost_model_results.csv;real_cost_model_results.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;tier_b_expanded_discovery_candidates.csv
17,base,PancakeSwap V3,concentrated_liquidity,cbBTC / WETH 0.01%,0.01%,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,B,scale_economics,tierb_discovery,yes,yes,yes,yes,no,no,analyzed,lp_scale_candidate_pool_audit.csv;lp_scale_candidate_pool_audit.csv;lp_data_pipeline_feasibility_probe.csv;quote_depth_curve_v2_results.csv;quote_depth_curve_v2_results.csv;quote_depth_curve_v2_results.csv;quote_depth_curve_v2_results.csv;quote_depth_curve_v2_results.csv;expanded_quote_depth_candidate_pools.csv;precise_quote_results.csv;precise_quote_results.csv;precise_quote_results.csv;precise_quote_results.csv;precise_quote_results.csv;precise_quote_results.csv;precise_quote_results.csv;precise_quote_results.csv;precise_quote_results.csv;precise_quote_results.csv;v3_tick_liquidity_v2_results.csv;v3_tick_liquidity_v2_results.csv;v3_tick_liquidity_v2_results.csv;v3_tick_liquidity_v2_results.csv;v3_tick_liquidity_v2_results.csv;v3_tick_liquidity_v2_results.csv;v3_tick_liquidity_v2_results.csv;v3_tick_liquidity_v2_results.csv;v3_tick_liquidity_v2_results.csv;v3_tick_liquidity_v2_results.csv;real_cost_model_results.csv;real_cost_model_results.csv;real_cost_model_results.csv;real_cost_model_results.csv;real_cost_model_results.csv;real_cost_model_results.csv;real_cost_model_results.csv;real_cost_model_results.csv;real_cost_model_results.csv;real_cost_model_results.csv;real_cost_model_results.csv;real_cost_model_results.csv;real_cost_model_results.csv;real_cost_model_results.csv;real_cost_model_results.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;tier_b_expanded_discovery_candidates.csv
18,base,Uniswap V3,concentrated_liquidity,0x0B3E328455C4059EEB9E3F84B5543F74E24E7E1B/0x4200000000000000000000000000000000000006,unknown,0x9c087eb773291e50cf6c6a90ef0f4500e349b903,C,quote_depth_v2,tierc_batch,yes,yes,yes,yes,no,no,rejected,quote_depth_curve_v2_results.csv;quote_depth_curve_v2_results.csv;quote_depth_curve_v2_results.csv;quote_depth_curve_v2_results.csv;quote_depth_curve_v2_results.csv;quote_depth_curve_v2_results.csv;expanded_quote_depth_candidate_pools.csv;precise_quote_results.csv;precise_quote_results.csv;precise_quote_results.csv;precise_quote_results.csv;precise_quote_results.csv;precise_quote_results.csv;precise_quote_results.csv;precise_quote_results.csv;precise_quote_results.csv;precise_quote_results.csv;v3_tick_liquidity_v2_results.csv;v3_tick_liquidity_v2_results.csv;v3_tick_liquidity_v2_results.csv;v3_tick_liquidity_v2_results.csv;v3_tick_liquidity_v2_results.csv;v3_tick_liquidity_v2_results.csv;v3_tick_liquidity_v2_results.csv;v3_tick_liquidity_v2_results.csv;v3_tick_liquidity_v2_results.csv;v3_tick_liquidity_v2_results.csv;real_cost_model_results.csv;real_cost_model_results.csv;real_cost_model_results.csv;real_cost_model_results.csv;real_cost_model_results.csv;real_cost_model_results.csv;real_cost_model_results.csv;real_cost_model_results.csv;real_cost_model_results.csv;real_cost_model_results.csv;real_cost_model_results.csv;real_cost_model_results.csv;real_cost_model_results.csv;real_cost_model_results.csv;real_cost_model_results.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;tier_b_expanded_discovery_candidates.csv;tierc_batch_final_freeze.csv
19,base,Uniswap V3,concentrated_liquidity,0x4ED4E862860BED51A9570B96D89AF5E1B0EFEFED/0x4200000000000000000000000000000000000006,unknown,0xc9034c3e7f58003e6ae0c8438e7c8f4598d5acaa,C,quote_depth_v2,tierc_batch,yes,no,no,no,no,no,rejected,quote_depth_curve_v2_results.csv;quote_depth_curve_v2_results.csv;quote_depth_curve_v2_results.csv;quote_depth_curve_v2_results.csv;quote_depth_curve_v2_results.csv;quote_depth_curve_v2_results.csv;expanded_quote_depth_candidate_pools.csv;precise_quote_results.csv;precise_quote_results.csv;precise_quote_results.csv;precise_quote_results.csv;precise_quote_results.csv;precise_quote_results.csv;precise_quote_results.csv;precise_quote_results.csv;precise_quote_results.csv;precise_quote_results.csv;tier_b_expanded_discovery_candidates.csv;tierc_batch_final_freeze.csv
20,base,Uniswap V3,concentrated_liquidity,USAD/USDT,unknown,0x9a993fc0eec60faaa0c391ff11b840ce16685150,B,scale_economics,precise_quote,yes,no,no,no,no,no,analyzed,lp_scale_candidate_pool_audit.csv;lp_scale_candidate_pool_audit.csv;lp_data_pipeline_feasibility_probe.csv;quote_depth_curve_v2_results.csv;quote_depth_curve_v2_results.csv;quote_depth_curve_v2_results.csv;quote_depth_curve_v2_results.csv;quote_depth_curve_v2_results.csv;expanded_quote_depth_candidate_pools.csv;precise_quote_results.csv;precise_quote_results.csv;precise_quote_results.csv;precise_quote_results.csv;precise_quote_results.csv;precise_quote_results.csv;precise_quote_results.csv;precise_quote_results.csv;precise_quote_results.csv;precise_quote_results.csv
21,base,Uniswap V3,concentrated_liquidity,USDC / WETH 0.05%,0.05%,0xd0b53d9277642d899df5c87a3966a349a798f224,C,quote_depth_v2,tierb_discovery,yes,yes,yes,yes,no,no,analyzed,quote_depth_curve_v2_results.csv;quote_depth_curve_v2_results.csv;quote_depth_curve_v2_results.csv;quote_depth_curve_v2_results.csv;quote_depth_curve_v2_results.csv;quote_depth_curve_v2_results.csv;expanded_quote_depth_candidate_pools.csv;precise_quote_results.csv;precise_quote_results.csv;precise_quote_results.csv;precise_quote_results.csv;precise_quote_results.csv;precise_quote_results.csv;precise_quote_results.csv;precise_quote_results.csv;precise_quote_results.csv;precise_quote_results.csv;v3_tick_liquidity_v2_results.csv;v3_tick_liquidity_v2_results.csv;v3_tick_liquidity_v2_results.csv;v3_tick_liquidity_v2_results.csv;v3_tick_liquidity_v2_results.csv;v3_tick_liquidity_v2_results.csv;v3_tick_liquidity_v2_results.csv;v3_tick_liquidity_v2_results.csv;v3_tick_liquidity_v2_results.csv;v3_tick_liquidity_v2_results.csv;real_cost_model_results.csv;real_cost_model_results.csv;real_cost_model_results.csv;real_cost_model_results.csv;real_cost_model_results.csv;real_cost_model_results.csv;real_cost_model_results.csv;real_cost_model_results.csv;real_cost_model_results.csv;real_cost_model_results.csv;real_cost_model_results.csv;real_cost_model_results.csv;real_cost_model_results.csv;real_cost_model_results.csv;real_cost_model_results.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_cost_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;real_fee_lineage_economics_preview.csv;tier_b_expanded_discovery_candidates.csv
22,base,hydrex-integral,unknown,0x4200000000000000000000000000000000000006/0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF,unknown,0x3f9b863ef4b295d6ba370215bcca3785fcc44f44,C,quote_depth_v2,tierc_batch,no,no,no,no,no,no,rejected,quote_depth_curve_v2_results.csv;quote_depth_curve_v2_results.csv;quote_depth_curve_v2_results.csv;quote_depth_curve_v2_results.csv;quote_depth_curve_v2_results.csv;quote_depth_curve_v2_results.csv;expanded_quote_depth_candidate_pools.csv;tier_b_expanded_discovery_candidates.csv;tierc_batch_final_freeze.csv
23,base,uniswap-v4-base,unknown,0x0B2558BDBC7FFEC0F327FB3579C23DABD1699706/0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,unknown,0x0fbcaaf346e1b812a63b2cf196841ed7664ae1d4fa3e9fd93b29266801c15f44,C,quote_depth_v2,quote_depth_v2,no,no,no,no,no,no,analyzed,quote_depth_curve_v2_results.csv;quote_depth_curve_v2_results.csv;quote_depth_curve_v2_results.csv;quote_depth_curve_v2_results.csv;quote_depth_curve_v2_results.csv;quote_depth_curve_v2_results.csv;expanded_quote_depth_candidate_pools.csv
24,base,uniswap-v4-base,unknown,0xC3883BA3154DEB530B88656A0CD00185E6BEDB07/USDC,unknown,0xdb7795a08556d75ff1cdae2839d4f81c4e3c7636c40fb8d47c84db361ec63015,C,quote_depth_v2,quote_depth_v2,no,no,no,no,no,no,analyzed,quote_depth_curve_v2_results.csv;quote_depth_curve_v2_results.csv;quote_depth_curve_v2_results.csv;quote_depth_curve_v2_results.csv;quote_depth_curve_v2_results.csv;quote_depth_curve_v2_results.csv;expanded_quote_depth_candidate_pools.csv
25,solana,PancakeSwap V3,concentrated_liquidity,So11111111111111111111111111111111111111112/EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,unknown,DJNtGuBGEQiUCWE8F981M2C3ZghZt2XLD8f2sQdZ6rsZ,B,lp_data_pipeline,quote_depth_v2,no,no,no,no,no,no,analyzed,lp_data_pipeline_feasibility_probe.csv;lp_data_pipeline_feasibility_probe.csv;quote_depth_curve_v2_results.csv;quote_depth_curve_v2_results.csv;quote_depth_curve_v2_results.csv;quote_depth_curve_v2_results.csv;quote_depth_curve_v2_results.csv;expanded_quote_depth_candidate_pools.csv
26,unknown,Aerodrome Slipstream,unknown,AERO/USDC,unknown,0xa4fdd479eda160671636e2ecf8f993cbf86258a8,unknown,tierb_discovery,tierb_discovery,no,no,no,no,no,no,analyzed,tier_b_expanded_discovery_candidates.csv;tier_b_expanded_discovery_candidates.csv
27,unknown,Aerodrome Slipstream,unknown,AERO/WETH,unknown,0x4e506648d493c8870f55e870480f92f2f33ece51,unknown,tierb_discovery,tierb_discovery,no,no,no,no,no,no,analyzed,tier_b_expanded_discovery_candidates.csv;tier_b_expanded_discovery_candidates.csv
28,unknown,Aerodrome Slipstream,unknown,AERO/WETH,unknown,0x82321f3beb69f503380d6b233857d5c43562e2d0,unknown,tierb_discovery,tierb_discovery,no,no,no,no,no,no,analyzed,tier_b_expanded_discovery_candidates.csv;tier_b_expanded_discovery_candidates.csv
29,unknown,Aerodrome Slipstream,unknown,AERO/cbBTC,unknown,0xdfe5f275020def30993f042174fc2d335678b626,unknown,tierb_discovery,tierb_discovery,no,no,no,no,no,no,analyzed,tier_b_expanded_discovery_candidates.csv;tier_b_expanded_discovery_candidates.csv
30,unknown,Aerodrome Slipstream,unknown,ALLO / USDT 0.05%,0.05%,0x1674ad20f7740e1bc0d21efa6425136971478cb4,unknown,tierb_discovery,tierb_discovery,no,no,no,no,no,no,analyzed,tier_b_expanded_discovery_candidates.csv;tier_b_expanded_discovery_candidates.csv
31,unknown,Aerodrome Slipstream,unknown,DEUS / VIRTUAL,unknown,0x3e97c5ec8c73e7d566aca606472141a9b9a8c1fa,unknown,tierb_discovery,tierb_discovery,no,no,no,no,no,no,analyzed,tier_b_expanded_discovery_candidates.csv;tier_b_expanded_discovery_candidates.csv
32,unknown,Aerodrome Slipstream,unknown,NOCK / USDC,unknown,0x85f1aa3a70fedd1c52705c15baed143e675cd626,unknown,tierb_discovery,tierb_data_fix,no,no,no,no,no,no,watch,tier_b_expanded_discovery_candidates.csv;tier_b_expanded_discovery_candidates.csv;tier_b_targeted_pool_set.csv
33,unknown,Aerodrome Slipstream,unknown,PROS / USDC,unknown,0x24bddff0577d1ee32f92a0b92296ca9702611c6a,unknown,tierb_discovery,tierb_data_fix,no,no,no,no,no,no,watch,tier_b_expanded_discovery_candidates.csv;tier_b_expanded_discovery_candidates.csv;tier_b_targeted_pool_set.csv
34,unknown,Aerodrome Slipstream,unknown,SOL/USDC,unknown,0x1131db5977242a03ebead1acd18f80a9a29e5922,unknown,tierb_discovery,tierb_data_fix,no,no,no,no,no,no,watch,tier_b_expanded_discovery_candidates.csv;tier_b_expanded_discovery_candidates.csv;tier_b_targeted_pool_set.csv
35,unknown,Aerodrome Slipstream,unknown,VIRTUAL / WETH,unknown,0x9520e1a3bfd86da6c1e9e5ee4b9c2f11c413358f,unknown,tierb_discovery,tierb_discovery,no,no,no,no,no,no,analyzed,tier_b_expanded_discovery_candidates.csv;tier_b_expanded_discovery_candidates.csv
36,unknown,Aerodrome Slipstream,unknown,WETH / USDC 0.008%,0.008%,0x4e392fbfe4d0557c82d2f97f02ec39daa31516dd,unknown,tierb_discovery,tierb_discovery,no,no,no,no,no,no,analyzed,tier_b_expanded_discovery_candidates.csv;tier_b_expanded_discovery_candidates.csv
37,unknown,Aerodrome Slipstream,unknown,WETH / USDC 0.01%,0.01%,0xdbc6998296caa1652a810dc8d3baf4a8294330f1,unknown,tierb_discovery,tierb_discovery,no,no,no,no,no,no,analyzed,tier_b_expanded_discovery_candidates.csv;tier_b_expanded_discovery_candidates.csv
38,unknown,Aerodrome Slipstream,unknown,WETH / USDC 0.05%,0.05%,0x3fe04a59ebd38cf06080a6f60a98d124eb59392a,unknown,tierb_discovery,tierb_discovery,no,no,no,no,no,no,analyzed,tier_b_expanded_discovery_candidates.csv;tier_b_expanded_discovery_candidates.csv
39,unknown,Aerodrome Slipstream,unknown,cbBTC / USDC 0.021%,0.021%,0x9d14ff91ae2c6e3d1a760542248b6c7f206894b0,unknown,tierb_discovery,tierb_discovery,no,no,no,no,no,no,analyzed,tier_b_expanded_discovery_candidates.csv;tier_b_expanded_discovery_candidates.csv
40,unknown,Aerodrome Slipstream,unknown,cbBTC / WETH 0.009%,0.009%,0x7c7420dd105e2779316423ba3e973f434315efa9,unknown,tierb_discovery,tierb_discovery,no,no,no,no,no,no,analyzed,tier_b_expanded_discovery_candidates.csv;tier_b_expanded_discovery_candidates.csv
41,unknown,Aerodrome Slipstream,unknown,cbBTC/USDC,unknown,0x3e66e55e97ce60096f74b7c475e8249f2d31a9fb,unknown,tierb_discovery,tierb_discovery,no,no,no,no,no,no,analyzed,tier_b_expanded_discovery_candidates.csv;tier_b_expanded_discovery_candidates.csv
42,unknown,Aerodrome Slipstream,unknown,cbBTC/WETH,unknown,0x22aee3699b6a0fed71490c103bd4e5f3309891d5,unknown,tierb_discovery,tierb_discovery,no,no,no,no,no,no,analyzed,tier_b_expanded_discovery_candidates.csv;tier_b_expanded_discovery_candidates.csv
43,unknown,PancakeSwap V3,unknown,0x0B3E328455C4059EEB9E3F84B5543F74E24E7E1B/0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,unknown,0x7cb770d0513c30e0cb45e4899e4a2cbeed6f9830,unknown,tierb_discovery,tierc_batch,no,no,no,no,no,no,rejected,tier_b_expanded_discovery_candidates.csv;tier_b_expanded_discovery_candidates.csv;tierc_batch_final_freeze.csv
44,unknown,PancakeSwap V3,unknown,0x940181A94A35A4569E4529A3CDFB74E38FD98631/0x4200000000000000000000000000000000000006,unknown,0x20cb8f872ae894f7c9e32e621c186e5afce82fd0,unknown,tierb_discovery,tierc_batch,no,no,no,no,no,no,rejected,tier_b_expanded_discovery_candidates.csv;tier_b_expanded_discovery_candidates.csv;tierc_batch_final_freeze.csv
45,unknown,Sushi,unknown,WETH/USDC,unknown,0x57713f7716e0b0f65ec116912f834e49805480d2,unknown,tierb_discovery,tierb_discovery,no,no,no,no,no,no,analyzed,tier_b_expanded_discovery_candidates.csv;tier_b_expanded_discovery_candidates.csv
46,unknown,Uniswap V2,unknown,NSEC / WETH,unknown,0x22c8e4b5a5d2361b32ab8c6c7937644856708995,unknown,tierb_discovery,tierb_discovery,no,no,no,no,no,no,analyzed,tier_b_expanded_discovery_candidates.csv;tier_b_expanded_discovery_candidates.csv
47,unknown,Uniswap V3,unknown,0xAB6363DA0C80CEF3AE105BD6241E30872355D021/0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,unknown,0xe47f7dba68a00dc1a6f11458bcdfca810e1cfebf,unknown,tierb_discovery,tierc_batch,no,no,no,no,no,no,rejected,tier_b_expanded_discovery_candidates.csv;tier_b_expanded_discovery_candidates.csv;tierc_batch_final_freeze.csv
48,unknown,Uniswap V3,unknown,0xDCF5130274753C8050AB061B1A1DCBF583F5BFD0/0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,unknown,0xe8f16fbf4eafec04bcf0c06d768e7ba325f9d6de,unknown,tierb_discovery,tierc_batch,no,no,no,no,no,no,rejected,tier_b_expanded_discovery_candidates.csv;tier_b_expanded_discovery_candidates.csv;tierc_batch_final_freeze.csv
49,unknown,Uniswap V3,unknown,BNKR / WETH 1%,1%,0xaec085e5a5ce8d96a7bdd3eb3a62445d4f6ce703,unknown,tierb_discovery,tierb_discovery,no,no,no,no,no,no,analyzed,tier_b_expanded_discovery_candidates.csv;tier_b_expanded_discovery_candidates.csv
